blockchain,chain_type,classification,dt,eth_fees,eth_fees_success,gas_used,gas_used_success,num_senders,num_txs,num_txs_success,last_updated,source,display_name_lower,is_op_chain,mainnet_chain_id,op_based_version,alignment,chain_name,display_name
linea,L2,Likely Sybil,2024-07-08,0.33656318146000685,0.3281758621160493,5174384880,5037943946,56734,127030,126515,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
linea,L2,Volume too Low,2024-07-08,0.4099821375284575,0.4019372804913568,6329608631,6197004663,28877,48402,47936,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
l2s,Aggregated,Potential Non-Sybil,2024-07-08,46578.65271219013,40223.13986076151,1332717875023,1247805657800,945914,5457106,5012059,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
l2s,Aggregated,Likely Sybil,2024-07-08,35.34956842559004,24.709763806494262,183508251322,163417809106,193251,1251568,1093041,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
l2s,Aggregated,Volume too Low,2024-07-08,6.0898771251875905,5.992780285567363,131490612002,129720256848,625654,1170503,1156369,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
fantom,L1,Volume too Low,2024-07-08,49.496313828465574,40.2106976707489,1969207767,1731411912,7592,16246,15630,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
fantom,L1,Potential Non-Sybil,2024-07-08,2710.57922630979,2497.1487808456495,67239822879,62604301149,12785,208343,190046,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
fantom,L1,Likely Sybil,2024-07-08,414.40894265866893,402.74738271324577,13501428791,13120149275,6567,116545,114713,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,Likely Sybil,2024-07-08,21.306553641945833,21.19053525701308,3996830031,3980945969,25431,82733,82458,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
ethereum,L1,Volume too Low,2024-07-08,78.2045924257308,76.98701932344062,17585987841,17300164606,227235,304627,302544,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
ethereum,L1,Potential Non-Sybil,2024-07-08,587.9068445195517,574.1300235235965,84950078902,82805407866,143918,749229,733360,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,Potential Non-Sybil,2024-07-08,2168.344848432257,1858.232719797131,194058527348,177638090526,56020,456400,382921,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
celo,L1,Volume too Low,2024-07-08,17.986136678562744,17.823559506316013,4140942256,4113535011,19120,33920,33526,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
celo,L1,Likely Sybil,2024-07-08,213.8773721895359,189.67594384069076,29485510181,28784151429,276685,336173,329469,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
bnb,L1,Volume too Low,2024-07-08,88.49153510989635,84.40191251751395,57116178887,53614727565,403542,668788,634337,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
bnb,L1,Likely Sybil,2024-07-08,53.53050810306937,52.06234924316838,26334150152,25333638902,99741,373072,361919,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
bnb,L1,Potential Non-Sybil,2024-07-08,534.10654385733,499.218246946676,260803177744,242797645930,390468,2062198,1891081,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
base,L2,Likely Sybil,2024-07-08,3.4144129263196525,2.126163527598387,84358508081,80741863306,31661,516143,485208,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
base,L2,Potential Non-Sybil,2024-07-08,20.945625917217153,18.440417522221605,529219320447,491453536583,155989,2017866,1852933,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
base,L2,Volume too Low,2024-07-08,0.9227248072473503,0.9134906220235935,70655581192,69966423362,327229,678339,674037,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
avalanche_c,L1,Likely Sybil,2024-07-08,86.9185802494353,74.31681008327071,2104167974,1873019691,4254,21161,19674,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
avalanche_c,L1,Potential Non-Sybil,2024-07-08,833.719940429111,766.0552110167156,27612545617,26028169148,14130,130282,121408,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
avalanche_c,L1,Volume too Low,2024-07-08,48.15264904743213,47.55510882636905,1583965155,1561768864,18718,22914,22821,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,Likely Sybil,2024-07-08,29.327486292696328,20.301360814044948,64155378665,50802332967,100089,477575,363316,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
arbitrum,L2,Potential Non-Sybil,2024-07-08,46515.0859799628,40164.54217748176,361828292619,329438205435,224991,1457832,1259063,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
arbitrum,L2,Volume too Low,2024-07-08,2.726734674782944,2.6941892412257675,37638624362,36961604349,210432,317622,309408,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
all chains,Aggregated,Volume too Low,2024-07-08,3916.78363751749,3805.5040755225446,261611613949,254697683133,1858069,2882494,2825976,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
all chains,Aggregated,Potential Non-Sybil,2024-07-08,104622.31171709146,88437.48297039885,2433843855669,2269891141432,1686822,11535511,10520360,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
all chains,Aggregated,Likely Sybil,2024-07-08,5904.344571413909,5158.914344000792,326141438664,298721758895,972619,3005901,2750263,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
zora,L2,Potential Non-Sybil,2024-07-07,0.06024215322211753,0.06016075109414539,15940595580,15920884003,15848,89278,88974,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zora,L2,Volume too Low,2024-07-07,0.006551797893614173,0.006543639212277273,2208602798,2206287065,7264,12636,12598,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zora,L2,Likely Sybil,2024-07-07,0.0015537421534845782,0.0015537421534845782,9173503931,9173503931,191,11104,11104,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zksync,L2,Potential Non-Sybil,2024-07-07,1.1252193891000368,1.0986036530500376,45008775564,43944146122,117742,273656,269129,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zksync,L2,Likely Sybil,2024-07-07,0.09736817507499981,0.0883296649499998,3894727003,3533186598,10677,27649,26254,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zksync,L2,Volume too Low,2024-07-07,0.153170466070535,0.15256879207053492,5727618463,5703551503,19333,33288,33185,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zkevm,L2,Potential Non-Sybil,2024-07-07,0.19961816398613338,0.09358510061629562,2209621289,1859039246,3470,13128,12147,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
zkevm,L2,Likely Sybil,2024-07-07,0.0007620978092300001,0.0007255144197300001,30737842,29036289,42,876,875,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
zkevm,L2,Volume too Low,2024-07-07,0.012720080034774248,0.012641873216474248,294427776,292192691,1386,2261,2242,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
scroll,L2,Potential Non-Sybil,2024-07-07,9.900724482320712,9.683209291081988,34011593627,33121125376,62495,228288,224080,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
scroll,L2,Volume too Low,2024-07-07,1.245521043628742,1.2209486254313207,3784132051,3692672087,13820,27232,26835,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
scroll,L2,Likely Sybil,2024-07-07,0.03321665379740375,0.03314013701419647,94790969,94381099,168,3435,3418,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
polygon,L1,Potential Non-Sybil,2024-07-07,23713.687727553977,20983.675580993935,434717052365,407587166988,259515,2129200,1931983,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
polygon,L1,Volume too Low,2024-07-07,3146.9681839095574,3098.4801166670186,53229324693,52193275147,692354,779907,775409,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
polygon,L1,Likely Sybil,2024-07-07,2745.4617681204313,2500.1542610520523,57778428765,53778767769,357288,775967,706517,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,Likely Sybil,2024-07-07,1.1441018555870233,1.0632784970639582,12117320408,11867875453,3572,53997,51330,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
optimism,L2,Potential Non-Sybil,2024-07-07,16.061767050011603,15.433981427788641,198242764173,195357832440,29599,277374,258570,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
optimism,L2,Volume too Low,2024-07-07,0.4189806000785575,0.4148875179965203,3275828139,3229068135,30811,39365,39154,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
op chains,Aggregated,Volume too Low,2024-07-07,1.112566822024751,1.1023873101230157,76067332960,75559436886,320636,593913,590851,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
op chains,Aggregated,Potential Non-Sybil,2024-07-07,27.31417366448631,25.42728678510347,751074395313,718395440237,167115,2282382,2088217,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
op chains,Aggregated,Likely Sybil,2024-07-07,2.4625436451992058,2.029342221291501,101530382870,97972133461,28012,491785,464249,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
linea,L2,Volume too Low,2024-07-07,0.28407501031489607,0.2799940826601548,4273880705,4208528018,20085,34916,34679,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
linea,L2,Potential Non-Sybil,2024-07-07,5.470309940089253,5.349533779700658,80169484093,79138236111,277215,500458,496043,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
linea,L2,Likely Sybil,2024-07-07,0.2445743445048995,0.24236140339975548,3702350779,3666093787,49641,83518,83339,2024-09-02 01:00:22.804107,dune,linea,False,,,Other EVMs,,Linea
l2s,Aggregated,Potential Non-Sybil,2024-07-07,22262.859660220358,20039.120789199522,1165338355389,1113411880437,706643,4393407,4098093,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
l2s,Aggregated,Likely Sybil,2024-07-07,16.354832067319485,11.759538977828276,157872957212,145377528159,199237,1035862,902734,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
l2s,Aggregated,Volume too Low,2024-07-07,4.0122687811066085,3.9627193163141694,132685683837,131236286079,570836,1060181,1046357,2024-09-02 01:00:22.804107,dune,l2s,False,,,Other EVMs,,L2s
fantom,L1,Likely Sybil,2024-07-07,387.05506224481246,380.4637999146607,19120045106,18825193016,6406,116004,114643,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
fantom,L1,Volume too Low,2024-07-07,35.6143123225181,32.597487919230524,1794883118,1674592734,7657,15309,14936,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
fantom,L1,Potential Non-Sybil,2024-07-07,2240.619917019393,2103.265091543092,78689829013,75874268136,11488,177210,163241,2024-09-02 01:00:22.804107,dune,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,Volume too Low,2024-07-07,49.99710239473825,47.80844829579513,19395387552,18983717317,208677,293807,290175,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
ethereum,L1,Potential Non-Sybil,2024-07-07,344.1916734425529,336.38679389499526,84928134764,82990205545,128605,665443,651198,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
ethereum,L1,Likely Sybil,2024-07-07,9.783701645076391,9.530314311914584,3243669135,3220146858,18261,68355,67857,2024-09-02 01:00:22.804107,dune,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,Volume too Low,2024-07-07,33.11361634413064,33.01932828307052,6330129049,6317521504,78653,91514,91403,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
celo,L1,Likely Sybil,2024-07-07,249.2398316039644,169.66438237864273,27757469125,25821983833,303896,360880,356676,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
celo,L1,Potential Non-Sybil,2024-07-07,2288.4322001662194,2182.748246147689,247686757636,242714230747,56268,296475,277063,2024-09-02 01:00:22.804107,dune,celo,False,,,Other EVMs,,Celo
bnb,L1,Volume too Low,2024-07-07,91.9347946163852,90.57025472887064,51211146944,50249370514,386325,547117,540309,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
bnb,L1,Likely Sybil,2024-07-07,37.75591480642708,36.56896580261884,15204314377,14738298946,93194,272375,266903,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
bnb,L1,Potential Non-Sybil,2024-07-07,436.74290240602556,414.17849667147755,223086168532,209941982642,365506,1802003,1691558,2024-09-02 01:00:22.804107,dune,bnb,False,,,Other EVMs,,BNB
base,L2,Volume too Low,2024-07-07,0.6870344240525876,0.6809561529142228,70582902023,70124081686,287493,541912,539099,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
base,L2,Likely Sybil,2024-07-07,1.3168880474587408,0.9645099820740548,80239558531,76930754077,24416,426684,401815,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
base,L2,Potential Non-Sybil,2024-07-07,11.192164461251812,9.93314460622013,536891035560,507116723794,141404,1915730,1740673,2024-09-02 01:00:22.804107,dune,base,True,8453,modern,OP Chain,base,Base
avalanche_c,L1,Potential Non-Sybil,2024-07-07,811.0073926606752,631.8772627876801,27441443173,21253310874,13199,95581,89794,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
avalanche_c,L1,Volume too Low,2024-07-07,42.38135256919908,42.06167939414099,1420351437,1408280018,19882,24017,23947,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
avalanche_c,L1,Likely Sybil,2024-07-07,64.52410387273679,53.21890710184841,1459995128,1328203213,3625,15762,15119,2024-09-02 01:00:22.804107,dune,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,Likely Sybil,2024-07-07,13.516367150932691,9.365640036753437,48619967749,40082696925,122497,428599,324599,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
arbitrum,L2,Potential Non-Sybil,2024-07-07,22218.849614613573,19997.46857062267,252864485503,236953893345,250117,1095495,1008477,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
arbitrum,L2,Volume too Low,2024-07-07,1.2042153590329512,1.1941786328127872,42538291882,41779904894,212713,368571,358565,2024-09-02 01:00:22.804107,dune,arbitrum one,False,,,Other EVMs,,Arbitrum One
all chains,Aggregated,Volume too Low,2024-07-07,3404.0216309357625,3348.500034602668,266066906630,262063043313,1930593,2811852,2782536,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
all chains,Aggregated,Potential Non-Sybil,2024-07-07,52097.54147343687,46691.25226121544,2261887740872,2153773045369,1408968,9559319,8902930,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
all chains,Aggregated,Likely Sybil,2024-07-07,3510.1752143668805,3161.3601695457714,282436878848,263090121794,979230,2645205,2430449,2024-09-02 01:00:22.804107,dune,all chains,False,,,Other EVMs,,All Chains
zora,L2,Likely Sybil,2024-07-06,0.0014374766938110373,0.0014374766938110373,9518588338,9518588338,83,10073,10073,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zora,L2,Potential Non-Sybil,2024-07-06,0.05922056009726145,0.059050903229572856,15782234173,15764069460,17047,86355,86102,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zora,L2,Volume too Low,2024-07-06,0.0064966760823269906,0.006489630394227541,2375797793,2373923992,7858,13750,13718,2024-09-02 01:00:22.804107,dune,zora,True,7777777,modern,OP Chain,zora,Zora
zksync,L2,Potential Non-Sybil,2024-07-06,1.1306645887500302,1.0945537702000283,45226583550,43782150808,114794,261802,255765,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zksync,L2,Volume too Low,2024-07-06,0.13363770643202813,0.13292961698202815,5103081299,5074757721,19188,30932,30823,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zksync,L2,Likely Sybil,2024-07-06,0.1126457786000003,0.08227501895000022,4505831144,3291000758,10617,26343,21672,2024-09-02 01:00:22.804107,dune,zksync era,False,,,Other EVMs,,zkSync Era
zkevm,L2,Likely Sybil,2024-07-06,0.000645796327,0.0006418478883,21255644,21120885,36,761,760,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
zkevm,L2,Potential Non-Sybil,2024-07-06,0.19249514083943647,0.11152662293464971,2344232464,1946713455,3724,14204,13188,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
zkevm,L2,Volume too Low,2024-07-06,0.01922968148416685,0.019131206416866855,256654229,254250695,1205,1998,1980,2024-09-02 01:00:22.804107,dune,polygon zkevm,False,,,Other EVMs,,Polygon zkEVM
scroll,L2,Potential Non-Sybil,2024-07-06,11.687486434153259,11.421575889746165,39360472743,38333195884,69734,254560,249853,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
scroll,L2,Likely Sybil,2024-07-06,0.037000642469737936,0.036982188129502915,106488853,106392413,141,3777,3773,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
scroll,L2,Volume too Low,2024-07-06,1.3586183765364463,1.3336612075055978,4475803909,4371795301,15427,30799,30380,2024-09-02 01:00:22.804107,dune,scroll,False,,,Other EVMs,,Scroll
polygon,L1,Potential Non-Sybil,2024-07-06,25877.516072936294,23171.241753789738,444153880755,420628077175,256488,2194981,1984844,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
polygon,L1,Volume too Low,2024-07-06,3711.219051332029,3670.2676680012837,53689181547,52942286741,666821,759056,754464,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
polygon,L1,Likely Sybil,2024-07-06,3017.771105297931,2695.1237678215844,63537652820,58490591947,347691,809407,729391,2024-09-02 01:00:22.804107,dune,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,Potential Non-Sybil,2024-07-06,16.226232344987583,15.701945586131165,199699804220,197005861233,37798,308509,291697,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
optimism,L2,Volume too Low,2024-07-06,0.48870437481002,0.47776177740316816,3889320526,3775889982,35142,44634,44324,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
optimism,L2,Likely Sybil,2024-07-06,1.0994567524677956,1.0028182817876745,10405979897,10111566062,3762,54925,51893,2024-09-02 01:00:22.804107,dune,op mainnet,True,10,modern,OP Chain,op,OP Mainnet
op chains,Aggregated,Potential Non-Sybil,2024-07-06,25.968464162832575,24.621645569249896,768933434486,741112678045,169940,2352978,2157488,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
op chains,Aggregated,Likely Sybil,2024-07-06,2.4411922198338587,2.082754274865428,96058689219,93703472422,28898,470687,452391,2024-09-02 01:00:22.804107,dune,op chains,False,,,Other EVMs,,OP Chains
